zipcode,zipcode_type,major_city,post_office_city,county,state,lat,lng
67277,PO Box,Wichita,NA,Sedgwick County,KS,37.67,-97.43
67278,PO Box,Wichita,NA,Sedgwick County,KS,37.69,-97.34
67301,Standard,Independence,"Independence, KS",Montgomery County,KS,37.2,-95.8
67330,Standard,Altamont,"Altamont, KS",Labette County,KS,37.2,-95.3
67332,Standard,Bartlett,"Bartlett, KS",Labette County,KS,37.05,-95.21
67333,Standard,Caney,"Caney, KS",Montgomery County,KS,37.07,-95.87
67334,PO Box,Chautauqua,"Chautauqua, KS",Chautauqua County,KS,37.0239,-96.1772
67335,Standard,Cherryvale,"Cherryvale, KS",Montgomery County,KS,37.3,-95.6
67336,Standard,Chetopa,"Chetopa, KS",Labette County,KS,37.1,-95.1
67337,Standard,Coffeyville,"Coffeyville, KS",Montgomery County,KS,37.1,-95.6
67340,PO Box,Dearing,"Dearing, KS",Montgomery County,KS,37.058,-95.713
67341,Standard,Dennis,"Dennis, KS",Labette County,KS,37.34,-95.43
67342,Standard,Edna,"Edna, KS",Labette County,KS,37.1,-95.4
67344,Standard,Elk City,"Elk City, KS",Montgomery County,KS,37.3,-95.9
67345,Standard,Elk Falls,"Elk Falls, KS",Elk County,KS,37.37,-96.2
67346,Standard,Grenola,"Grenola, KS",Elk County,KS,37.3,-96.4
67347,Standard,Havana,"Havana, KS",Montgomery County,KS,37.12,-95.96
67349,Standard,Howard,"Howard, KS",Elk County,KS,37.5,-96.3
67351,Standard,Liberty,"Liberty, KS",Montgomery County,KS,37.16,-95.57
67352,Standard,Longton,"Longton, KS",Elk County,KS,37.4,-96.1
67353,Standard,Moline,"Moline, KS",Elk County,KS,37.3,-96.3
67354,Standard,Mound Valley,"Mound Valley, KS",Labette County,KS,37.2,-95.4
67355,Standard,Niotaze,"Niotaze, KS",Chautauqua County,KS,37.04,-96.02
67356,Standard,Oswego,"Oswego, KS",Labette County,KS,37.2,-95.1
67357,Standard,Parsons,"Parsons, KS",Labette County,KS,37.3,-95.3
67360,Standard,Peru,"Peru, KS",Chautauqua County,KS,37.05,-96.09
67361,Standard,Sedan,"Sedan, KS",Chautauqua County,KS,37.1,-96.2
67363,PO Box,Sycamore,"Sycamore, KS",Montgomery County,KS,37.328,-95.714
67364,PO Box,Tyro,"Tyro, KS",Montgomery County,KS,37.06,-95.88
67401,Standard,Salina,"Salina, KS",Saline County,KS,38.9,-97.6
67402,PO Box,Salina,NA,Saline County,KS,38.842906,-97.6077855
67410,Standard,Abilene,"Abilene, KS",Dickinson County,KS,38.9,-97.2
67416,Standard,Assaria,"Assaria, KS",Saline County,KS,38.7,-97.6
67417,Standard,Aurora,"Aurora, KS",Cloud County,KS,39.4,-97.6
67418,Standard,Barnard,"Barnard, KS",Lincoln County,KS,39.2,-98.1
67420,Standard,Beloit,"Beloit, KS",Mitchell County,KS,39.4,-98.1
67422,Standard,Bennington,"Bennington, KS",Ottawa County,KS,39,-97.6
67423,Standard,Beverly,"Beverly, KS",Lincoln County,KS,39,-98
67425,Standard,Brookville,"Brookville, KS",Saline County,KS,38.8,-97.9
67427,Standard,Bushton,"Bushton, KS",Rice County,KS,38.5,-98.4
67428,Standard,Canton,"Canton, KS",McPherson County,KS,38.4,-97.4
67430,Standard,Cawker City,"Cawker City, KS",Mitchell County,KS,39.53,-98.44
67431,Standard,Chapman,"Chapman, KS",Dickinson County,KS,39,-97
67432,Standard,Clay Center,"Clay Center, KS",Clay County,KS,39.4,-97.2
67436,Standard,Delphos,"Delphos, KS",Ottawa County,KS,39.3,-97.8
67437,Standard,Downs,"Downs, KS",Osborne County,KS,39.5,-98.6
67438,Standard,Durham,"Durham, KS",Marion County,KS,38.5,-97.3
67439,Standard,Ellsworth,"Ellsworth, KS",Ellsworth County,KS,38.7,-98.2
67441,Standard,Enterprise,"Enterprise, KS",Dickinson County,KS,38.88,-97.09
67442,Standard,Falun,"Falun, KS",Saline County,KS,38.66,-97.79
67443,Standard,Galva,"Galva, KS",McPherson County,KS,38.4,-97.5
67444,Standard,Geneseo,"Geneseo, KS",Rice County,KS,38.6,-98.2
67445,Standard,Glasco,"Glasco, KS",Cloud County,KS,39.4,-97.8
67446,Standard,Glen Elder,"Glen Elder, KS",Mitchell County,KS,39.5,-98.4
67447,Standard,Green,"Green, KS",Clay County,KS,39.5,-97
67448,Standard,Gypsum,"Gypsum, KS",Saline County,KS,38.6,-97.4
67449,Standard,Herington,"Herington, KS",Dickinson County,KS,38.7,-96.9
67450,Standard,Holyrood,"Holyrood, KS",Ellsworth County,KS,38.63,-98.45
67451,Standard,Hope,"Hope, KS",Dickinson County,KS,38.7,-97.1
67452,Standard,Hunter,"Hunter, KS",Mitchell County,KS,39.2,-98.4
67454,Standard,Kanopolis,"Kanopolis, KS",Ellsworth County,KS,38.7,-98.1
67455,Standard,Lincoln,"Lincoln, KS",Lincoln County,KS,39,-98.1
67456,Standard,Lindsborg,"Lindsborg, KS",McPherson County,KS,38.6,-97.7
67457,Standard,Little River,"Little River, KS",Rice County,KS,38.4,-98
67458,Standard,Longford,"Longford, KS",Clay County,KS,39.2,-97.3
67459,Standard,Lorraine,"Lorraine, KS",Ellsworth County,KS,38.6,-98.3
67460,Standard,Mcpherson,"Mcpherson, KS",McPherson County,KS,38.4,-97.7
67464,Standard,Marquette,"Marquette, KS",McPherson County,KS,38.6,-97.9
67466,Standard,Miltonvale,"Miltonvale, KS",Cloud County,KS,39.3,-97.5
67467,Standard,Minneapolis,"Minneapolis, KS",Ottawa County,KS,39.2,-97.7
67468,Standard,Morganville,"Morganville, KS",Clay County,KS,39.5,-97.2
67470,Standard,New Cambria,"New Cambria, KS",Saline County,KS,38.92,-97.51
67473,Standard,Osborne,"Osborne, KS",Osborne County,KS,39.4,-98.7
67474,Standard,Portis,"Portis, KS",Osborne County,KS,39.5,-98.7
67475,Standard,Ramona,"Ramona, KS",Marion County,KS,38.58,-97.08
67476,PO Box,Roxbury,NA,McPherson County,KS,38.5278731,-97.4219122
67478,PO Box,Simpson,"Simpson, KS",Mitchell County,KS,39.36,-97.97
67480,Standard,Solomon,"Solomon, KS",Dickinson County,KS,39,-97.4
67481,Standard,Sylvan Grove,"Sylvan Grove, KS",Lincoln County,KS,39,-98.4
67482,PO Box,Talmage,"Talmage, KS",Dickinson County,KS,39.028,-97.262
67483,Standard,Tampa,"Tampa, KS",Marion County,KS,38.5,-97.2
67484,Standard,Tescott,"Tescott, KS",Ottawa County,KS,39,-97.8
67485,Standard,Tipton,"Tipton, KS",Mitchell County,KS,39.3,-98.5
67487,Standard,Wakefield,"Wakefield, KS",Clay County,KS,39.2,-97.1
67490,Standard,Wilson,"Wilson, KS",Ellsworth County,KS,38.8,-98.4
67491,Standard,Windom,"Windom, KS",McPherson County,KS,38.4,-97.9
67492,Standard,Woodbine,"Woodbine, KS",Dickinson County,KS,38.81,-96.96
67501,Standard,Hutchinson,"Hutchinson, KS",Reno County,KS,38,-97.9
67502,Standard,Hutchinson,"Hutchinson, KS",Reno County,KS,38.1,-97.9
67504,PO Box,Hutchinson,NA,Reno County,KS,38.0534973,-97.9296256
67505,Standard,South Hutchinson,"South Hutchinson, KS",Reno County,KS,38.03,-97.95
67510,Standard,Abbyville,"Abbyville, KS",Reno County,KS,38,-98.2
67511,Standard,Albert,"Albert, KS",Barton County,KS,38.43,-98.98
67512,Standard,Alden,"Alden, KS",Rice County,KS,38.2,-98.4
67513,Standard,Alexander,"Alexander, KS",Rush County,KS,38.4,-99.5
67514,Standard,Arlington,"Arlington, KS",Reno County,KS,37.9,-98.2
67515,Standard,Arnold,"Arnold, KS",Ness County,KS,38.58,-100.05
67516,Standard,Bazine,"Bazine, KS",Ness County,KS,38.4,-99.7
67518,Standard,Beeler,"Beeler, KS",Ness County,KS,38.4,-100.2
67519,Standard,Belpre,"Belpre, KS",Edwards County,KS,37.9,-99.1
67520,Standard,Bison,"Bison, KS",Rush County,KS,38.6,-99.2
67521,Standard,Brownell,"Brownell, KS",Ness County,KS,38.6,-99.7
67522,Standard,Buhler,"Buhler, KS",Reno County,KS,38.1,-97.7
67523,Standard,Burdett,"Burdett, KS",Pawnee County,KS,38.2,-99.5
67524,Standard,Chase,"Chase, KS",Rice County,KS,38.4,-98.4
67525,Standard,Claflin,"Claflin, KS",Barton County,KS,38.6,-98.6
67526,Standard,Ellinwood,"Ellinwood, KS",Barton County,KS,38.4,-98.6
67529,Standard,Garfield,"Garfield, KS",Pawnee County,KS,38.1,-99.2
67530,Standard,Great Bend,"Great Bend, KS",Barton County,KS,38.4,-98.8
67543,Standard,Haven,"Haven, KS",Reno County,KS,37.9,-97.8
67544,Standard,Hoisington,"Hoisington, KS",Barton County,KS,38.6,-98.8
67545,Standard,Hudson,"Hudson, KS",Stafford County,KS,38.2,-98.6
67546,Standard,Inman,"Inman, KS",McPherson County,KS,38.2,-97.8
67547,Standard,Kinsley,"Kinsley, KS",Edwards County,KS,37.9,-99.4
67548,Standard,La Crosse,"La Crosse, KS",Rush County,KS,38.6,-99.3
67550,Standard,Larned,"Larned, KS",Pawnee County,KS,38.2,-99.1
67552,Standard,Lewis,"Lewis, KS",Edwards County,KS,37.9,-99.2
67553,PO Box,Liebenthal,"Liebenthal, KS",Rush County,KS,38.654,-99.32
67554,Standard,Lyons,"Lyons, KS",Rice County,KS,38.4,-98.2
67556,Standard,Mc Cracken,"Mc Cracken, KS",Rush County,KS,38.6,-99.5
67557,Standard,Macksville,"Macksville, KS",Stafford County,KS,37.9,-98.9
67559,Standard,Nekoma,"Nekoma, KS",Rush County,KS,38.42,-99.45
67560,Standard,Ness City,"Ness City, KS",Ness County,KS,38.4,-100
67561,Standard,Nickerson,"Nickerson, KS",Reno County,KS,38.1,-98.09
67563,Standard,Offerle,"Offerle, KS",Edwards County,KS,37.8,-99.5
67564,Standard,Olmitz,"Olmitz, KS",Barton County,KS,38.6,-98.9
67565,Standard,Otis,"Otis, KS",Rush County,KS,38.5,-99.1
67566,Standard,Partridge,"Partridge, KS",Reno County,KS,37.9,-98.1
67567,Standard,Pawnee Rock,"Pawnee Rock, KS",Barton County,KS,38.3,-99
67568,Standard,Plevna,"Plevna, KS",Reno County,KS,38,-98.3
67570,Standard,Pretty Prairie,"Pretty Prairie, KS",Reno County,KS,37.8,-97.9
67572,Standard,Ransom,"Ransom, KS",Ness County,KS,38.7,-99.9
67573,Standard,Raymond,"Raymond, KS",Rice County,KS,38.3,-98.4
67574,Standard,Rozel,"Rozel, KS",Pawnee County,KS,38.2,-99.4
67575,Standard,Rush Center,"Rush Center, KS",Rush County,KS,38.4,-99.3
67576,Standard,Saint John,"Saint John, KS",Stafford County,KS,38,-98.8
67578,Standard,Stafford,"Stafford, KS",Stafford County,KS,38,-98.6
67579,Standard,Sterling,"Sterling, KS",Rice County,KS,38.2,-98.2
67581,Standard,Sylvia,"Sylvia, KS",Reno County,KS,38,-98.4
67583,Standard,Turon,"Turon, KS",Reno County,KS,37.8,-98.5
67584,Standard,Utica,"Utica, KS",Ness County,KS,38.7,-100.1
67585,PO Box,Yoder,NA,Reno County,KS,37.9404823,-97.8696091
67601,Standard,Hays,"Hays, KS",Ellis County,KS,38.9,-99.4
67621,Standard,Agra,"Agra, KS",Phillips County,KS,39.8,-99.1
67622,Standard,Almena,"Almena, KS",Norton County,KS,39.9,-99.7
67623,Standard,Alton,"Alton, KS",Osborne County,KS,39.4,-98.9
67625,Standard,Bogue,"Bogue, KS",Graham County,KS,39.4,-99.7
67626,Standard,Bunker Hill,"Bunker Hill, KS",Russell County,KS,38.9,-98.6
67627,PO Box,Catharine,NA,Ellis County,KS,38.9272337,-99.216766
67628,Standard,Cedar,"Cedar, KS",Smith County,KS,39.63,-99
67629,Standard,Clayton,"Clayton, KS",Norton County,KS,39.8,-100
67631,Standard,Collyer,"Collyer, KS",Trego County,KS,39,-100.1
67632,Standard,Damar,"Damar, KS",Rooks County,KS,39.36,-99.55
67634,Standard,Dorrance,"Dorrance, KS",Russell County,KS,38.8,-98.6
67635,Standard,Dresden,"Dresden, KS",Decatur County,KS,39.6,-100.3
67637,Standard,Ellis,"Ellis, KS",Ellis County,KS,38.9,-99.6
67638,Standard,Gaylord,"Gaylord, KS",Smith County,KS,39.63,-98.86
67639,Standard,Glade,"Glade, KS",Phillips County,KS,39.7,-99.3
67640,Standard,Gorham,"Gorham, KS",Russell County,KS,38.8,-99
67642,Standard,Hill City,"Hill City, KS",Graham County,KS,39.4,-99.8
67643,Standard,Jennings,"Jennings, KS",Decatur County,KS,39.6,-100.3
67644,Standard,Kirwin,"Kirwin, KS",Phillips County,KS,39.6,-99.2
67645,Standard,Lenora,"Lenora, KS",Norton County,KS,39.7,-99.9
67646,Standard,Logan,"Logan, KS",Phillips County,KS,39.6,-99.5
67647,Standard,Long Island,"Long Island, KS",Phillips County,KS,39.94,-99.54
67648,Standard,Lucas,"Lucas, KS",Russell County,KS,39.1,-98.6
67649,Standard,Luray,"Luray, KS",Russell County,KS,39.1,-98.7
67650,Standard,Morland,"Morland, KS",Graham County,KS,39.4,-100.1
67651,Standard,Natoma,"Natoma, KS",Osborne County,KS,39.2,-99
67653,Standard,Norcatur,"Norcatur, KS",Decatur County,KS,39.9,-100.3
67654,Standard,Norton,"Norton, KS",Norton County,KS,39.9,-100
67656,Standard,Ogallah,"Ogallah, KS",Trego County,KS,39,-99.8
67657,Standard,Palco,"Palco, KS",Rooks County,KS,39.2,-99.5
67658,Standard,Paradise,"Paradise, KS",Russell County,KS,39,-98.9
67659,Standard,Penokee,"Penokee, KS",Graham County,KS,39.4,-100
67660,PO Box,Pfeifer,"Pfeifer, KS",Ellis County,KS,38.73,-99.19
67661,Standard,Phillipsburg,"Phillipsburg, KS",Phillips County,KS,39.8,-99.3
67663,Standard,Plainville,"Plainville, KS",Rooks County,KS,39.2,-99.3
67664,Standard,Prairie View,"Prairie View, KS",Phillips County,KS,39.8,-99.6
67665,Standard,Russell,"Russell, KS",Russell County,KS,38.8,-98.9
67667,PO Box,Schoenchen,"Schoenchen, KS",Ellis County,KS,38.697,-99.562
67669,Standard,Stockton,"Stockton, KS",Rooks County,KS,39.5,-99.4
67671,Standard,Victoria,"Victoria, KS",Ellis County,KS,38.9,-99.1
67672,Standard,Wakeeney,"Wakeeney, KS",Trego County,KS,39,-99.9
67673,Standard,Waldo,"Waldo, KS",Osborne County,KS,39.1,-98.8
67674,PO Box,Walker,"Walker, KS",Ellis County,KS,38.87,-99.06
67675,Standard,Woodston,"Woodston, KS",Rooks County,KS,39.4,-99.1
67701,Standard,Colby,"Colby, KS",Thomas County,KS,39.4,-101
67730,Standard,Atwood,"Atwood, KS",Rawlins County,KS,39.8,-101
67731,Standard,Bird City,"Bird City, KS",Cheyenne County,KS,39.8,-101.5
67732,Standard,Brewster,"Brewster, KS",Thomas County,KS,39.4,-101.4
67733,Standard,Edson,"Edson, KS",Sherman County,KS,39.4,-101.5
67734,Standard,Gem,"Gem, KS",Thomas County,KS,39.5,-100.9
67735,Standard,Goodland,"Goodland, KS",Sherman County,KS,39.4,-101.8
67736,Standard,Gove,"Gove, KS",Gove County,KS,38.8,-100.5
67737,Standard,Grainfield,"Grainfield, KS",Gove County,KS,39.1,-100.5
67738,Standard,Grinnell,"Grinnell, KS",Gove County,KS,39,-100.7
67739,Standard,Herndon,"Herndon, KS",Rawlins County,KS,39.8,-100.9
67740,Standard,Hoxie,"Hoxie, KS",Sheridan County,KS,39.3,-100.4
67741,Standard,Kanorado,"Kanorado, KS",Sherman County,KS,39.4,-102
67743,Standard,Levant,"Levant, KS",Thomas County,KS,39.4,-101.2
67744,Standard,Ludell,"Ludell, KS",Rawlins County,KS,39.86,-100.94
67745,Standard,Mc Donald,"Mc Donald, KS",Rawlins County,KS,39.8,-101.3
67747,Standard,Monument,"Monument, KS",Logan County,KS,39.1,-101.1
67748,Standard,Oakley,"Oakley, KS",Logan County,KS,39,-100.9
67749,Standard,Oberlin,"Oberlin, KS",Decatur County,KS,39.8,-100.5
67751,Standard,Park,"Park, KS",Gove County,KS,39.1,-100.4
67752,Standard,Quinter,"Quinter, KS",Gove County,KS,39,-100.2
67753,Standard,Rexford,"Rexford, KS",Thomas County,KS,39.4,-100.7
67756,Standard,Saint Francis,"Saint Francis, KS",Cheyenne County,KS,39.8,-101.8
67757,Standard,Selden,"Selden, KS",Sheridan County,KS,39.5,-100.6
67758,Standard,Sharon Springs,"Sharon Springs, KS",Wallace County,KS,38.9,-101.7
67761,Standard,Wallace,"Wallace, KS",Wallace County,KS,39,-101.5
67762,Standard,Weskan,"Weskan, KS",Wallace County,KS,38.9,-101.9
67764,Standard,Winona,"Winona, KS",Logan County,KS,39,-101.2
67801,Standard,Dodge City,"Dodge City, KS",Ford County,KS,37.7,-100
67831,Standard,Ashland,"Ashland, KS",Clark County,KS,37.2,-99.8
67834,Standard,Bucklin,"Bucklin, KS",Ford County,KS,37.5,-99.6
67835,Standard,Cimarron,"Cimarron, KS",Gray County,KS,37.9,-100.3
67836,PO Box,Coolidge,"Coolidge, KS",Hamilton County,KS,38.1,-102
67837,Standard,Copeland,"Copeland, KS",Gray County,KS,37.6,-100.6
67838,Standard,Deerfield,"Deerfield, KS",Kearny County,KS,38.1,-101.2
67839,Standard,Dighton,"Dighton, KS",Lane County,KS,38.5,-100.4
67840,PO Box,Englewood,"Englewood, KS",Clark County,KS,37.03,-99.99
67841,Standard,Ensign,"Ensign, KS",Gray County,KS,37.6,-100.2
67842,Standard,Ford,"Ford, KS",Ford County,KS,37.6,-99.8
67843,Standard,Fort Dodge,"Fort Dodge, KS",Ford County,KS,37.732,-99.938
67844,Standard,Fowler,"Fowler, KS",Meade County,KS,37.4,-100.2
67846,Standard,Garden City,"Garden City, KS",Finney County,KS,38,-100.8
67849,Standard,Hanston,"Hanston, KS",Hodgeman County,KS,38.1,-99.7
67850,Standard,Healy,"Healy, KS",Lane County,KS,38.5,-100.7
67851,Standard,Holcomb,"Holcomb, KS",Finney County,KS,38.1,-101
67853,Standard,Ingalls,"Ingalls, KS",Gray County,KS,37.9,-100.5
67854,Standard,Jetmore,"Jetmore, KS",Hodgeman County,KS,38.1,-100
67855,Standard,Johnson,"Johnson, KS",Stanton County,KS,37.6,-101.7
67857,Standard,Kendall,"Kendall, KS",Hamilton County,KS,38,-101.6
67859,Standard,Kismet,"Kismet, KS",Seward County,KS,37.1,-100.8
67860,Standard,Lakin,"Lakin, KS",Kearny County,KS,38,-101.3
67861,Standard,Leoti,"Leoti, KS",Wichita County,KS,38.5,-101.3
67862,Standard,Manter,"Manter, KS",Stanton County,KS,37.6,-101.9
67863,Standard,Marienthal,"Marienthal, KS",Wichita County,KS,38.4,-101.2
67864,Standard,Meade,"Meade, KS",Meade County,KS,37.2,-100.3
67865,Standard,Minneola,"Minneola, KS",Clark County,KS,37.4,-99.9
67867,Standard,Montezuma,"Montezuma, KS",Gray County,KS,37.6,-100.5
67868,Standard,Pierceville,"Pierceville, KS",Finney County,KS,37.8,-100.7
67869,Standard,Plains,"Plains, KS",Meade County,KS,37.2,-100.5
67870,Standard,Satanta,"Satanta, KS",Haskell County,KS,37.5,-100.9
67871,Standard,Scott City,"Scott City, KS",Scott County,KS,38.5,-100.9
67876,Standard,Spearville,"Spearville, KS",Ford County,KS,37.8,-99.7
67877,Standard,Sublette,"Sublette, KS",Haskell County,KS,37.6,-100.8
67878,Standard,Syracuse,"Syracuse, KS",Hamilton County,KS,38,-101.8
67879,Standard,Tribune,"Tribune, KS",Greeley County,KS,38.5,-101.8
67880,Standard,Ulysses,"Ulysses, KS",Grant County,KS,37.5,-101.3
67882,Standard,Wright,"Wright, KS",Ford County,KS,37.8,-99.9
67901,Standard,Liberal,"Liberal, KS",Seward County,KS,37.2,-100.9
67905,PO Box,Liberal,NA,Seward County,KS,37.0422071,-100.9218906
67950,Standard,Elkhart,"Elkhart, KS",Morton County,KS,37.2,-101.9
67951,Standard,Hugoton,"Hugoton, KS",Stevens County,KS,37.1,-101.3
67952,Standard,Moscow,"Moscow, KS",Stevens County,KS,37.3,-101.3
67953,Standard,Richfield,"Richfield, KS",Morton County,KS,37.3,-101.7
67954,Standard,Rolla,"Rolla, KS",Morton County,KS,37.1,-101.7
40003,Standard,Bagdad,"Bagdad, KY",Shelby County,KY,38.27,-85.05
40004,Standard,Bardstown,"Bardstown, KY",Nelson County,KY,37.8,-85.5
40006,Standard,Bedford,"Bedford, KY",Trimble County,KY,38.6,-85.3
40007,Standard,Bethlehem,"Bethlehem, KY",Henry County,KY,38.45,-85.02
40008,Standard,Bloomfield,"Bloomfield, KY",Nelson County,KY,37.9,-85.3
40009,Standard,Bradfordsville,"Bradfordsville, KY",Marion County,KY,37.5,-85.1
40010,Standard,Buckner,"Buckner, KY",Oldham County,KY,38.37,-85.46
40011,Standard,Campbellsburg,"Campbellsburg, KY",Henry County,KY,38.5,-85.2
40012,Standard,Chaplin,"Chaplin, KY",Nelson County,KY,37.9,-85.21
40013,Standard,Coxs Creek,"Coxs Creek, KY",Nelson County,KY,37.9,-85.5
40014,Standard,Crestwood,"Crestwood, KY",Oldham County,KY,38.4,-85.4
40018,PO Box,Eastwood,NA,Jefferson County,KY,38.2331559,-85.4561648
40019,Standard,Eminence,"Eminence, KY",Henry County,KY,38.37,-85.17
40020,PO Box,Fairfield,"Fairfield, KY",Nelson County,KY,37.9343,-85.385
40022,Standard,Finchville,"Finchville, KY",Shelby County,KY,38.16,-85.32
40023,Standard,Fisherville,"Fisherville, KY",Jefferson County,KY,38.17,-85.41
40025,PO Box,Glenview,"Glenview, KY",Jefferson County,KY,38.3,-85.66
40026,Standard,Goshen,"Goshen, KY",Oldham County,KY,38.43,-85.52
40027,PO Box,Harrods Creek,NA,Jefferson County,KY,38.3276462,-85.634576
40031,Standard,La Grange,"La Grange, KY",Oldham County,KY,38.4,-85.4
40032,Unique,La Grange,NA,Oldham County,KY,38.4377345,-85.352382
40033,Standard,Lebanon,"Lebanon, KY",Marion County,KY,37.6,-85.2
40036,Standard,Lockport,"Lockport, KY",Henry County,KY,38.5,-85
40037,Standard,Loretto,"Loretto, KY",Marion County,KY,37.66,-85.4
40040,Standard,Mackville,"Mackville, KY",Washington County,KY,37.77,-85.06
40041,PO Box,Masonic Home,"Masonic Home, KY",Jefferson County,KY,38.26,-85.66
40045,Standard,Milton,"Milton, KY",Trimble County,KY,38.7,-85.3
40046,Standard,Mount Eden,"Mount Eden, KY",Spencer County,KY,38,-85.2
40047,Standard,Mount Washington,"Mount Washington, KY",Bullitt County,KY,38.04,-85.57
40048,PO Box,Nazareth,"Nazareth, KY",Nelson County,KY,37.85,-85.473
40049,PO Box,Nerinx,"Nerinx, KY",Marion County,KY,37.66,-85.41
40050,Standard,New Castle,"New Castle, KY",Henry County,KY,38.44,-85.18
40051,Standard,New Haven,"New Haven, KY",Nelson County,KY,37.7,-85.6
40052,Standard,New Hope,"New Hope, KY",Nelson County,KY,37.58,-85.5
40055,Standard,Pendleton,"Pendleton, KY",Henry County,KY,38.49,-85.35
40056,Standard,Pewee Valley,"Pewee Valley, KY",Oldham County,KY,38.3,-85.48
40057,Standard,Pleasureville,"Pleasureville, KY",Henry County,KY,38.4,-85
40058,PO Box,Port Royal,"Port Royal, KY",Henry County,KY,38.56,-85.13
40059,Standard,Prospect,"Prospect, KY",Jefferson County,KY,38.38,-85.59
40060,Standard,Raywick,"Raywick, KY",Marion County,KY,37.55,-85.44
40061,PO Box,Saint Catharine,NA,Washington County,KY,37.7099935,-85.2657796
40062,Standard,Saint Francis,"Saint Francis, KY",Marion County,KY,37.61,-85.42
40063,PO Box,Saint Mary,"Saint Mary, KY",Marion County,KY,37.5,-85.3
40065,Standard,Shelbyville,"Shelbyville, KY",Shelby County,KY,38.2,-85.2
40066,PO Box,Shelbyville,NA,Shelby County,KY,38.21,-85.22
40067,Standard,Simpsonville,"Simpsonville, KY",Shelby County,KY,38.2,-85.4
40068,Standard,Smithfield,"Smithfield, KY",Henry County,KY,38.4,-85.26
40069,Standard,Springfield,"Springfield, KY",Washington County,KY,37.7,-85.2
40070,Standard,Sulphur,"Sulphur, KY",Henry County,KY,38.47,-85.23
40071,Standard,Taylorsville,"Taylorsville, KY",Spencer County,KY,38,-85.4
40075,Standard,Turners Station,"Turners Station, KY",Henry County,KY,38.56,-85.11
40076,Standard,Waddy,"Waddy, KY",Shelby County,KY,38.1,-85.1
40077,Standard,Westport,"Westport, KY",Oldham County,KY,38.5,-85.43
40078,Standard,Willisburg,"Willisburg, KY",Washington County,KY,37.8,-85.1
40104,Standard,Battletown,"Battletown, KY",Meade County,KY,38.1,-86.3
40107,Standard,Boston,"Boston, KY",Nelson County,KY,37.8,-85.6
40108,Standard,Brandenburg,"Brandenburg, KY",Meade County,KY,38,-86.2
40109,Standard,Brooks,"Brooks, KY",Bullitt County,KY,38.06,-85.76
40110,PO Box,Clermont,"Clermont, KY",Bullitt County,KY,37.95,-85.64
40111,Standard,Cloverport,"Cloverport, KY",Breckinridge County,KY,37.78,-86.63
40115,Standard,Custer,"Custer, KY",Breckinridge County,KY,37.73,-86.22
40117,Standard,Ekron,"Ekron, KY",Meade County,KY,37.89,-86.13
40118,Standard,Fairdale,"Fairdale, KY",Jefferson County,KY,38.1,-85.75
40119,Standard,Falls Of Rough,"Falls Of Rough, KY",Grayson County,KY,37.6,-86.5
40121,Standard,Fort Knox,"Fort Knox, KY",Hardin County,KY,37.92,-85.95
40122,Standard,Fort Knox,NA,Hardin County,KY,37.8991876,-85.9342873
40129,PO Box,Hillview,NA,Bullitt County,KY,38.0714591,-85.6706483
40140,Standard,Garfield,"Garfield, KY",Breckinridge County,KY,37.71,-86.3
40142,Standard,Guston,"Guston, KY",Meade County,KY,37.9,-86.2
40143,Standard,Hardinsburg,"Hardinsburg, KY",Breckinridge County,KY,37.8,-86.5
40144,Standard,Harned,"Harned, KY",Breckinridge County,KY,37.8,-86.4
40145,Standard,Hudson,"Hudson, KY",Breckinridge County,KY,37.64,-86.33
40146,Standard,Irvington,"Irvington, KY",Breckinridge County,KY,37.8,-86.3
40150,Standard,Lebanon Junction,"Lebanon Junction, KY",Bullitt County,KY,37.9,-85.7
40152,Standard,Mc Daniels,"Mc Daniels, KY",Breckinridge County,KY,37.62,-86.45
40153,PO Box,Mc Quady,NA,Breckinridge County,KY,37.7081533,-86.519068
40155,Standard,Muldraugh,"Muldraugh, KY",Meade County,KY,37.96,-86.02
40157,Standard,Payneville,"Payneville, KY",Meade County,KY,38.02,-86.39
40159,PO Box,Radcliff,NA,Hardin County,KY,37.84,-85.95
40160,Standard,Radcliff,"Radcliff, KY",Hardin County,KY,37.9,-85.9
40161,Standard,Rhodelia,"Rhodelia, KY",Meade County,KY,37.99,-86.4
40162,Standard,Rineyville,"Rineyville, KY",Hardin County,KY,37.7,-86
40165,Standard,Shepherdsville,"Shepherdsville, KY",Bullitt County,KY,38,-85.7
40166,Unique,Shepherdsville,NA,Bullitt County,KY,37.9813779,-85.686042
40170,Standard,Stephensport,"Stephensport, KY",Breckinridge County,KY,37.9,-86.5
40171,Standard,Union Star,"Union Star, KY",Breckinridge County,KY,37.96,-86.43
40175,Standard,Vine Grove,"Vine Grove, KY",Hardin County,KY,37.8,-86.1
40176,Standard,Webster,"Webster, KY",Breckinridge County,KY,37.92,-86.35
40177,Standard,West Point,"West Point, KY",Hardin County,KY,38,-85.93
40178,Standard,Westview,"Westview, KY",Breckinridge County,KY,37.66,-86.41
40201,PO Box,Louisville,NA,Jefferson County,KY,38.24,-85.76
40202,Standard,Louisville,"Louisville, KY",Jefferson County,KY,38.25,-85.75
40203,Standard,Louisville,"Louisville, KY",Jefferson County,KY,38.25,-85.76
40204,Standard,Louisville,"Louisville, KY",Jefferson County,KY,38.24,-85.72
