zipcode,zipcode_type,major_city,post_office_city,county,state,lat,lng
35054,Standard,Cropwell,"Cropwell, AL",St. Clair County,AL,33.51,-86.33
35055,Standard,Cullman,"Cullman, AL",Cullman County,AL,34.2,-86.7
35056,PO Box,Cullman,NA,Cullman County,AL,34.1692112,-86.8479161
35057,Standard,Cullman,"Cullman, AL",Cullman County,AL,34.1,-87
35058,Standard,Cullman,"Cullman, AL",Cullman County,AL,34.2,-86.8
35060,PO Box,Docena,"Docena, AL",Jefferson County,AL,33.559,-86.93
35061,Standard,Dolomite,"Dolomite, AL",Jefferson County,AL,33.46,-86.95
35062,Standard,Dora,"Dora, AL",Jefferson County,AL,33.72,-87.04
35063,Standard,Empire,"Empire, AL",Walker County,AL,33.81,-87
35064,Standard,Fairfield,"Fairfield, AL",Jefferson County,AL,33.48,-86.92
35068,Standard,Fultondale,"Fultondale, AL",Jefferson County,AL,33.6,-86.83
35070,PO Box,Garden City,"Garden City, AL",Cullman County,AL,34.012,-86.749
35071,Standard,Gardendale,"Gardendale, AL",Jefferson County,AL,33.7,-86.9
35072,Standard,Goodwater,"Goodwater, AL",Coosa County,AL,33.1,-86
35073,Standard,Graysville,"Graysville, AL",Jefferson County,AL,33.67,-86.97
35074,PO Box,Green Pond,"Green Pond, AL",Bibb County,AL,33.3,-87.1
35077,Standard,Hanceville,"Hanceville, AL",Cullman County,AL,34,-86.8
35078,Standard,Harpersville,"Harpersville, AL",Shelby County,AL,33.33,-86.45
35079,Standard,Hayden,"Hayden, AL",Blount County,AL,33.9,-86.8
35080,Standard,Helena,"Helena, AL",Shelby County,AL,33.2,-86.9
35082,PO Box,Hollins,"Hollins, AL",Clay County,AL,33.1,-86.1
35083,Standard,Holly Pond,"Holly Pond, AL",Cullman County,AL,34.18,-86.6
35085,Standard,Jemison,"Jemison, AL",Chilton County,AL,33,-86.7
35087,Standard,Joppa,"Joppa, AL",Cullman County,AL,34.31,-86.59
35089,Standard,Kellyton,"Kellyton, AL",Coosa County,AL,33,-86
35091,Standard,Kimberly,"Kimberly, AL",Jefferson County,AL,33.79,-86.79
35094,Standard,Leeds,"Leeds, AL",Jefferson County,AL,33.51,-86.56
35096,Standard,Lincoln,"Lincoln, AL",Talladega County,AL,33.6,-86.1
35097,Standard,Locust Fork,"Locust Fork, AL",Blount County,AL,33.9,-86.62
35098,Standard,Logan,"Logan, AL",Cullman County,AL,34.12,-87.04
35111,Standard,Mc Calla,"Mc Calla, AL",Tuscaloosa County,AL,33.3,-87.1
35112,PO Box,Margaret,"Margaret, AL",St. Clair County,AL,33.687,-86.479
35114,Standard,Maylene,"Maylene, AL",Shelby County,AL,33.23,-86.9
35115,Standard,Montevallo,"Montevallo, AL",Shelby County,AL,33.1,-86.9
35116,Standard,Morris,"Morris, AL",Jefferson County,AL,33.72,-86.77
35117,Standard,Mount Olive,"Mount Olive, AL",Jefferson County,AL,33.66,-86.88
35118,Standard,Mulga,"Mulga, AL",Jefferson County,AL,33.54,-87.04
35119,PO Box,New Castle,"New Castle, AL",Jefferson County,AL,33.7,-86.9
35120,Standard,Odenville,"Odenville, AL",St. Clair County,AL,33.7,-86.4
35121,Standard,Oneonta,"Oneonta, AL",Blount County,AL,34,-86.5
35123,PO Box,Palmerdale,NA,Jefferson County,AL,33.738948,-86.648681
35124,Standard,Pelham,"Pelham, AL",Shelby County,AL,33.31,-86.77
35125,Standard,Pell City,"Pell City, AL",St. Clair County,AL,33.6,-86.3
35126,Standard,Pinson,"Pinson, AL",Jefferson County,AL,33.73,-86.65
35127,Standard,Pleasant Grove,"Pleasant Grove, AL",Jefferson County,AL,33.49,-86.97
35128,Standard,Pell City,"Pell City, AL",St. Clair County,AL,33.5,-86.3
35130,Standard,Quinton,"Quinton, AL",Walker County,AL,33.6,-87.1
35131,Standard,Ragland,"Ragland, AL",St. Clair County,AL,33.7,-86.2
35133,Standard,Remlap,"Remlap, AL",Blount County,AL,33.83,-86.61
35135,Standard,Riverside,"Riverside, AL",St. Clair County,AL,33.62,-86.2
35136,Standard,Rockford,"Rockford, AL",Coosa County,AL,32.9,-86.3
35137,PO Box,Saginaw,NA,Shelby County,AL,33.2076546,-86.7828414
35139,PO Box,Sayre,"Sayre, AL",Jefferson County,AL,33.67,-86.97
35142,PO Box,Shannon,NA,Jefferson County,AL,33.4052217,-86.8754782
35143,Standard,Shelby,"Shelby, AL",Shelby County,AL,33.08,-86.55
35144,PO Box,Siluria,NA,Shelby County,AL,33.24,-86.8199999
35146,Standard,Springville,"Springville, AL",St. Clair County,AL,33.8,-86.4
35147,Standard,Sterrett,"Sterrett, AL",Shelby County,AL,33.4,-86.5
35148,Standard,Sumiton,"Sumiton, AL",Walker County,AL,33.76,-87.05
35149,PO Box,Sycamore,"Sycamore, AL",Talladega County,AL,33.256,-86.205
35150,Standard,Sylacauga,"Sylacauga, AL",Talladega County,AL,33.2,-86.2
35151,Standard,Sylacauga,"Sylacauga, AL",Talladega County,AL,33.1,-86.4
35160,Standard,Talladega,"Talladega, AL",Talladega County,AL,33.4,-86.1
35161,PO Box,Talladega,NA,Talladega County,AL,33.4358601,-86.1024172
35171,Standard,Thorsby,"Thorsby, AL",Chilton County,AL,32.89,-86.73
35172,Standard,Trafford,"Trafford, AL",Blount County,AL,33.84,-86.71
35173,Standard,Trussville,"Trussville, AL",Jefferson County,AL,33.7,-86.6
35175,Standard,Union Grove,"Union Grove, AL",Marshall County,AL,34.5,-86.5
35176,Standard,Vandiver,"Vandiver, AL",Shelby County,AL,33.48,-86.5
35178,Standard,Vincent,"Vincent, AL",Shelby County,AL,33.42,-86.39
35179,Standard,Vinemont,"Vinemont, AL",Cullman County,AL,34.3,-86.9
35180,Standard,Warrior,"Warrior, AL",Jefferson County,AL,33.8,-86.8
35181,PO Box,Watson,NA,Jefferson County,AL,33.6337947,-86.8794588
35182,PO Box,Wattsville,NA,St Clair County,AL,33.6809905,-86.279574
35183,Standard,Weogufka,"Weogufka, AL",Coosa County,AL,33,-86.3
35184,Standard,West Blocton,"West Blocton, AL",Bibb County,AL,33.1,-87.2
35185,PO Box,Westover,NA,Shelby County,AL,33.353297,-86.5356922
35186,Standard,Wilsonville,"Wilsonville, AL",Shelby County,AL,33.26,-86.5
35187,PO Box,Wilton,"Wilton, AL",Shelby County,AL,33.1,-86.9
35188,Standard,Woodstock,"Woodstock, AL",Bibb County,AL,33.19,-87.17
35201,PO Box,Birmingham,NA,Jefferson County,AL,33.52,-86.8
35202,PO Box,Birmingham,NA,Jefferson County,AL,33.52,-86.8
35203,Standard,Birmingham,"Birmingham, AL",Jefferson County,AL,33.52,-86.81
35204,Standard,Birmingham,"Birmingham, AL",Jefferson County,AL,33.52,-86.84
35205,Standard,Birmingham,"Birmingham, AL",Jefferson County,AL,33.49,-86.8
35206,Standard,Birmingham,"Birmingham, AL",Jefferson County,AL,33.57,-86.71
35207,Standard,Birmingham,"Birmingham, AL",Jefferson County,AL,33.57,-86.82
35208,Standard,Birmingham,"Birmingham, AL",Jefferson County,AL,33.5,-86.88
35209,Standard,Birmingham,"Birmingham, AL",Jefferson County,AL,33.46,-86.81
35210,Standard,Birmingham,"Birmingham, AL",Jefferson County,AL,33.54,-86.67
35211,Standard,Birmingham,"Birmingham, AL",Jefferson County,AL,33.45,-86.88
35212,Standard,Birmingham,"Birmingham, AL",Jefferson County,AL,33.54,-86.75
35213,Standard,Birmingham,"Birmingham, AL",Jefferson County,AL,33.51,-86.74
35214,Standard,Birmingham,"Birmingham, AL",Jefferson County,AL,33.58,-86.89
35215,Standard,Birmingham,"Birmingham, AL",Jefferson County,AL,33.64,-86.7
35216,Standard,Birmingham,"Birmingham, AL",Jefferson County,AL,33.42,-86.79
35217,Standard,Birmingham,"Birmingham, AL",Jefferson County,AL,33.62,-86.76
35218,Standard,Birmingham,"Birmingham, AL",Jefferson County,AL,33.51,-86.9
35219,PO Box,Birmingham,NA,Jefferson County,AL,33.4855486,-86.8146248
35220,PO Box,Birmingham,NA,Jefferson County,AL,33.65,-86.68
35221,Standard,Birmingham,"Birmingham, AL",Jefferson County,AL,33.45,-86.9
35222,Standard,Birmingham,"Birmingham, AL",Jefferson County,AL,33.52,-86.77
35223,Standard,Birmingham,"Birmingham, AL",Jefferson County,AL,33.49,-86.74
35224,Standard,Birmingham,"Birmingham, AL",Jefferson County,AL,33.52,-86.95
35225,Unique,Birmingham,NA,Jefferson County,AL,33.5185892,-86.8103567
35226,Standard,Birmingham,"Birmingham, AL",Jefferson County,AL,33.4,-86.85
35228,Standard,Birmingham,"Birmingham, AL",Jefferson County,AL,33.45,-86.92
35229,Unique,Birmingham,"Birmingham, AL",Jefferson County,AL,33.464,-86.799
35230,Unique,Birmingham,NA,Jefferson County,AL,33.5185892,-86.8103567
35231,PO Box,Birmingham,NA,Jefferson County,AL,33.56,-86.9
35232,PO Box,Birmingham,NA,Jefferson County,AL,33.54,-86.76
35233,Standard,Birmingham,"Birmingham, AL",Jefferson County,AL,33.51,-86.8
35234,Standard,Birmingham,"Birmingham, AL",Jefferson County,AL,33.54,-86.8
35235,Standard,Birmingham,"Birmingham, AL",Jefferson County,AL,33.63,-86.66
35236,PO Box,Birmingham,NA,Jefferson County,AL,33.37,-86.81
35237,PO Box,Birmingham,NA,Jefferson County,AL,33.52,-86.81
35238,PO Box,Birmingham,NA,Jefferson County,AL,33.4133786,-86.6751418
35240,Unique,Birmingham,NA,Jefferson County,AL,33.5185892,-86.8103567
35242,Standard,Birmingham,"Birmingham, AL",Shelby County,AL,33.4,-86.7
35243,Standard,Birmingham,"Birmingham, AL",Jefferson County,AL,33.44,-86.74
35244,Standard,Birmingham,"Birmingham, AL",Jefferson County,AL,33.36,-86.82
35245,Unique,Birmingham,NA,Jefferson County,AL,33.5185892,-86.8103567
35246,Unique,Birmingham,NA,Jefferson County,AL,33.52,-86.8
35249,Unique,Birmingham,NA,Jefferson County,AL,33.5123813,-86.8956738
35253,PO Box,Birmingham,NA,Jefferson County,AL,33.4799999,-86.77
35254,Unique,Birmingham,"Birmingham, AL",Jefferson County,AL,33.514,-86.853
35255,PO Box,Birmingham,NA,Jefferson County,AL,33.4999983,-86.8000045
35259,PO Box,Birmingham,NA,Jefferson County,AL,33.4798536,-86.7898345
35260,PO Box,Birmingham,NA,Jefferson County,AL,33.4139734,-86.8443799
35261,PO Box,Birmingham,NA,Jefferson County,AL,33.58,-86.7
35263,Unique,Birmingham,NA,Jefferson County,AL,33.5185892,-86.8103567
35266,PO Box,Birmingham,NA,Jefferson County,AL,33.44,-86.79
35270,Unique,Birmingham,NA,Jefferson County,AL,33.510761,-86.7959053
35277,Unique,Birmingham,NA,Jefferson County,AL,33.5185892,-86.8103567
35278,Unique,Birmingham,NA,Jefferson County,AL,33.5185892,-86.8103567
35279,Unique,Birmingham,NA,Jefferson County,AL,33.5185892,-86.8103567
35280,Unique,Birmingham,NA,Jefferson County,AL,33.5185892,-86.8103567
35281,Unique,Birmingham,NA,Jefferson County,AL,33.5185892,-86.8103567
35282,Unique,Birmingham,NA,Jefferson County,AL,33.52,-86.8
35283,PO Box,Birmingham,NA,Jefferson County,AL,33.52,-86.8
35285,Unique,Birmingham,NA,Jefferson County,AL,33.5163002,-86.8216018
35286,Unique,Birmingham,NA,Jefferson County,AL,33.5185892,-86.8103567
35287,Unique,Birmingham,NA,Jefferson County,AL,33.52,-86.8
35288,Unique,Birmingham,NA,Jefferson County,AL,33.46,-86.81
35289,Unique,Birmingham,NA,Jefferson County,AL,33.5185892,-86.8103567
35290,Unique,Birmingham,NA,Jefferson County,AL,33.52,-86.8
35291,Unique,Birmingham,NA,Jefferson County,AL,33.52,-86.8
35292,Unique,Birmingham,NA,Jefferson County,AL,33.52,-86.8
35293,Unique,Birmingham,NA,Jefferson County,AL,33.4656609,-86.8275194
35294,Unique,Birmingham,NA,Jefferson County,AL,33.5075555,-86.8093239
35295,Unique,Birmingham,NA,Jefferson County,AL,33.5124035,-86.8043576
35296,Unique,Birmingham,NA,Jefferson County,AL,33.52,-86.8
35297,Unique,Birmingham,NA,Jefferson County,AL,33.52,-86.8
35298,Unique,Birmingham,NA,Jefferson County,AL,33.52,-86.8
35299,Unique,Birmingham,NA,Jefferson County,AL,33.5185892,-86.8103567
35401,Standard,Tuscaloosa,"Tuscaloosa, AL",Tuscaloosa County,AL,33.17,-87.61
35402,PO Box,Tuscaloosa,NA,Tuscaloosa County,AL,33.15,-87.61
35403,PO Box,Tuscaloosa,NA,Tuscaloosa County,AL,33.2028687,-87.5624363
35404,Standard,Tuscaloosa,"Tuscaloosa, AL",Tuscaloosa County,AL,33.22,-87.48
35405,Standard,Tuscaloosa,"Tuscaloosa, AL",Tuscaloosa County,AL,33.1,-87.6
35406,Standard,Tuscaloosa,"Tuscaloosa, AL",Tuscaloosa County,AL,33.3,-87.5
35407,PO Box,Tuscaloosa,NA,Tuscaloosa County,AL,33.17,-87.52
35440,PO Box,Abernant,NA,Tuscaloosa County,AL,33.2921488,-87.1990292
35441,Standard,Akron,"Akron, AL",Hale County,AL,32.9,-87.7
35442,Standard,Aliceville,"Aliceville, AL",Pickens County,AL,33,-88.2
35443,Standard,Boligee,"Boligee, AL",Greene County,AL,32.7,-88
35444,Standard,Brookwood,"Brookwood, AL",Tuscaloosa County,AL,33.3,-87.3
35446,Standard,Buhl,"Buhl, AL",Tuscaloosa County,AL,33.2,-87.8
35447,Standard,Carrollton,"Carrollton, AL",Pickens County,AL,33.3,-88.1
35448,PO Box,Clinton,NA,Greene County,AL,32.9148087,-87.9929716
35449,PO Box,Coaling,NA,Tuscaloosa County,AL,33.1585253,-87.3404287
35452,Standard,Coker,"Coker, AL",Tuscaloosa County,AL,33.3,-87.7
35453,Standard,Cottondale,"Cottondale, AL",Tuscaloosa County,AL,33.2,-87.4
35456,Standard,Duncanville,"Duncanville, AL",Tuscaloosa County,AL,33.1,-87.4
35457,Standard,Echola,"Echola, AL",Tuscaloosa County,AL,33.3,-87.78
35458,Standard,Elrod,"Elrod, AL",Tuscaloosa County,AL,33.4,-87.8
35459,Standard,Emelle,"Emelle, AL",Sumter County,AL,32.8,-88.3
35460,Standard,Epes,"Epes, AL",Sumter County,AL,32.72,-88.18
35461,Standard,Ethelsville,"Ethelsville, AL",Pickens County,AL,33.4,-88.2
35462,Standard,Eutaw,"Eutaw, AL",Greene County,AL,33,-88
35463,Standard,Fosters,"Fosters, AL",Tuscaloosa County,AL,33.08,-87.67
35464,Standard,Gainesville,"Gainesville, AL",Sumter County,AL,32.78,-88.14
35466,Standard,Gordo,"Gordo, AL",Pickens County,AL,33.3,-88
35468,PO Box,Kellerman,NA,Tuscaloosa County,AL,33.3404671,-87.3047398
35469,Standard,Knoxville,"Knoxville, AL",Greene County,AL,32.96,-87.77
35470,Standard,Livingston,"Livingston, AL",Sumter County,AL,32.5,-88.1
35471,PO Box,Mc Shan,NA,Pickens County,AL,33.38,-88.14
35473,Standard,Northport,"Northport, AL",Tuscaloosa County,AL,33.27,-87.58
35474,Standard,Moundville,"Moundville, AL",Hale County,AL,32.9,-87.6
35475,Standard,Northport,"Northport, AL",Tuscaloosa County,AL,33.4,-87.6
35476,Standard,Northport,"Northport, AL",Tuscaloosa County,AL,33.22,-87.61
35477,PO Box,Panola,"Panola, AL",Sumter County,AL,32.97,-88.28
35478,PO Box,Peterson,NA,Tuscaloosa County,AL,33.27147,-87.2497
35480,Standard,Ralph,"Ralph, AL",Tuscaloosa County,AL,33.1,-87.8
35481,Standard,Reform,"Reform, AL",Pickens County,AL,33.4,-88
35482,PO Box,Samantha,NA,Tuscaloosa County,AL,33.4677126,-87.6259714
35485,PO Box,Tuscaloosa,NA,Tuscaloosa County,AL,33.2098407,-87.5691735
35486,PO Box,Tuscaloosa,NA,Tuscaloosa County,AL,33.202719,-87.5619128
35487,Unique,Tuscaloosa,NA,Tuscaloosa County,AL,33.207199,-87.5482025
35490,Standard,Vance,"Vance, AL",Tuscaloosa County,AL,33.2,-87.2
35491,PO Box,West Greene,NA,Greene County,AL,32.9236482,-88.0851847
35501,Standard,Jasper,"Jasper, AL",Walker County,AL,33.8,-87.3
35502,PO Box,Jasper,NA,Walker County,AL,33.832184,-87.3038546
35503,Standard,Jasper,"Jasper, AL",Walker County,AL,33.9,-87.3
35504,Standard,Jasper,"Jasper, AL",Walker County,AL,33.9,-87.2
35540,Standard,Addison,"Addison, AL",Winston County,AL,34.22,-87.18
35541,Standard,Arley,"Arley, AL",Winston County,AL,34.1,-87.2
35542,Standard,Bankston,"Bankston, AL",Fayette County,AL,33.7,-87.7
35543,Standard,Bear Creek,"Bear Creek, AL",Marion County,AL,34.23,-87.74
35544,Standard,Beaverton,"Beaverton, AL",Lamar County,AL,34,-88
35545,PO Box,Belk,"Belk, AL",Fayette County,AL,33.6,-87.8
35546,Standard,Berry,"Berry, AL",Fayette County,AL,33.6,-87.6
35548,Standard,Brilliant,"Brilliant, AL",Marion County,AL,34.06,-87.75
35549,Standard,Carbon Hill,"Carbon Hill, AL",Walker County,AL,33.8,-87.5
35550,Standard,Cordova,"Cordova, AL",Walker County,AL,33.7,-87.2
35551,PO Box,Delmar,NA,Winston County,AL,34.1702634,-87.6059921
35552,Standard,Detroit,"Detroit, AL",Lamar County,AL,34.1,-88.1
35553,Standard,Double Springs,"Double Springs, AL",Winston County,AL,34.2,-87.4
35554,Standard,Eldridge,"Eldridge, AL",Fayette County,AL,33.9,-87.7
35555,Standard,Fayette,"Fayette, AL",Fayette County,AL,33.6,-87.8
35559,PO Box,Glen Allen,"Glen Allen, AL",Fayette County,AL,33.9,-87.8
35560,PO Box,Goodsprings,NA,Walker County,AL,33.6668713,-87.2326958
35563,Standard,Guin,"Guin, AL",Marion County,AL,34,-87.9
35564,Standard,Hackleburg,"Hackleburg, AL",Marion County,AL,34.2,-87.8
35565,Standard,Haleyville,"Haleyville, AL",Winston County,AL,34.2,-87.6
35570,Standard,Hamilton,"Hamilton, AL",Marion County,AL,34.2,-88
35571,Standard,Hodges,"Hodges, AL",Franklin County,AL,34.4,-87.9
35572,Standard,Houston,"Houston, AL",Winston County,AL,34.2,-87.3
35573,PO Box,Kansas,NA,Walker County,AL,33.9026536,-87.5500925
35574,Standard,Kennedy,"Kennedy, AL",Lamar County,AL,33.6,-87.9
35575,Standard,Lynn,"Lynn, AL",Winston County,AL,34.06,-87.57
35576,Standard,Millport,"Millport, AL",Lamar County,AL,33.6,-88.1
35577,PO Box,Natural Bridge,"Natural Bridge, AL",Winston County,AL,34.2,-87.6
35578,Standard,Nauvoo,"Nauvoo, AL",Walker County,AL,34,-87.5
35579,Standard,Oakman,"Oakman, AL",Walker County,AL,33.6,-87.3
35580,Standard,Parrish,"Parrish, AL",Walker County,AL,33.7,-87.3
35581,Standard,Phil Campbell,"Phil Campbell, AL",Franklin County,AL,34.4,-87.7
35582,Standard,Red Bay,"Red Bay, AL",Franklin County,AL,34.5,-88.1
35584,PO Box,Sipsey,"Sipsey, AL",Walker County,AL,33.824,-87.085
35585,Standard,Spruce Pine,"Spruce Pine, AL",Franklin County,AL,34.4,-87.8
35586,Standard,Sulligent,"Sulligent, AL",Lamar County,AL,33.8,-88.1
35587,Standard,Townley,"Townley, AL",Walker County,AL,33.8,-87.5
35592,Standard,Vernon,"Vernon, AL",Lamar County,AL,33.7,-88.1
35593,Standard,Vina,"Vina, AL",Franklin County,AL,34.4,-88.1
35594,Standard,Winfield,"Winfield, AL",Marion County,AL,34,-87.8
35601,Standard,Decatur,"Decatur, AL",Morgan County,AL,34.61,-87.01
35602,PO Box,Decatur,NA,Morgan County,AL,34.61,-86.98
35603,Standard,Decatur,"Decatur, AL",Morgan County,AL,34.5,-87
35609,PO Box,Decatur,NA,Morgan County,AL,34.606651,-86.9824193
35610,Standard,Anderson,"Anderson, AL",Lauderdale County,AL,34.94,-87.24
35611,Standard,Athens,"Athens, AL",Limestone County,AL,34.8,-87.1
35612,PO Box,Athens,NA,Limestone County,AL,34.7956392,-86.9642187
35613,Standard,Athens,"Athens, AL",Limestone County,AL,34.8,-86.9
35614,Standard,Athens,"Athens, AL",Limestone County,AL,34.9,-87.1
35615,PO Box,Belle Mina,"Belle Mina, AL",Limestone County,AL,34.66,-86.97
35616,Standard,Cherokee,"Cherokee, AL",Colbert County,AL,34.7,-88
35617,PO Box,Cloverdale,NA,Lauderdale County,AL,34.9403293,-87.7723597
35618,Standard,Courtland,"Courtland, AL",Lawrence County,AL,34.7,-87.3
35619,Standard,Danville,"Danville, AL",Morgan County,AL,34.4,-87.1
35620,Standard,Elkmont,"Elkmont, AL",Limestone County,AL,34.9,-87
35621,Standard,Eva,"Eva, AL",Morgan County,AL,34.35,-86.73
35622,Standard,Falkville,"Falkville, AL",Morgan County,AL,34.3,-86.9
35630,Standard,Florence,"Florence, AL",Lauderdale County,AL,34.83,-87.67
35631,PO Box,Florence,NA,Lauderdale County,AL,34.8017497,-87.6751368
35632,Unique,Florence,NA,Lauderdale County,AL,34.81,-87.68
35633,Standard,Florence,"Florence, AL",Lauderdale County,AL,34.9,-87.8
35634,Standard,Florence,"Florence, AL",Lauderdale County,AL,34.9,-87.6
35640,Standard,Hartselle,"Hartselle, AL",Morgan County,AL,34.4,-86.9
35643,Standard,Hillsboro,"Hillsboro, AL",Lawrence County,AL,34.6,-87.2
35645,Standard,Killen,"Killen, AL",Lauderdale County,AL,34.9,-87.5
35646,Standard,Leighton,"Leighton, AL",Colbert County,AL,34.7,-87.5
35647,Standard,Lester,"Lester, AL",Limestone County,AL,34.96,-87.12
35648,Standard,Lexington,"Lexington, AL",Lauderdale County,AL,35,-87.4
35649,PO Box,Mooresville,"Mooresville, AL",Limestone County,AL,34.66,-86.97
35650,Standard,Moulton,"Moulton, AL",Lawrence County,AL,34.5,-87.3
35651,Standard,Mount Hope,"Mount Hope, AL",Lawrence County,AL,34.4,-87.4
35652,Standard,Rogersville,"Rogersville, AL",Lauderdale County,AL,34.8,-87.3
35653,Standard,Russellville,"Russellville, AL",Franklin County,AL,34.5,-87.9
35654,Standard,Russellville,"Russellville, AL",Franklin County,AL,34.5,-87.6
35660,Standard,Sheffield,"Sheffield, AL",Colbert County,AL,34.76,-87.7
35661,Standard,Muscle Shoals,"Muscle Shoals, AL",Colbert County,AL,34.8,-87.5
35662,PO Box,Muscle Shoals,NA,Colbert County,AL,34.74,-87.67
35670,Standard,Somerville,"Somerville, AL",Morgan County,AL,34.5,-86.8
35671,Standard,Tanner,"Tanner, AL",Limestone County,AL,34.7,-87
35672,Standard,Town Creek,"Town Creek, AL",Lawrence County,AL,34.6,-87.4
35673,Standard,Trinity,"Trinity, AL",Morgan County,AL,34.59,-87.14
35674,Standard,Tuscumbia,"Tuscumbia, AL",Colbert County,AL,34.7,-87.7
35677,Standard,Waterloo,"Waterloo, AL",Lauderdale County,AL,34.9,-88
35699,Unique,Decatur,NA,Morgan County,AL,34.61,-86.98
35739,Standard,Ardmore,"Ardmore, AL",Limestone County,AL,34.96,-86.82
35740,Standard,Bridgeport,"Bridgeport, AL",Jackson County,AL,34.94,-85.78
35741,Standard,Brownsboro,"Brownsboro, AL",Madison County,AL,34.72,-86.46
35742,PO Box,Capshaw,NA,Limestone County,AL,34.7628319,-86.7862914
35744,Standard,Dutton,"Dutton, AL",Jackson County,AL,34.62,-85.92
35745,Standard,Estillfork,"Estillfork, AL",Jackson County,AL,34.9,-86.2
35746,Standard,Fackler,"Fackler, AL",Jackson County,AL,34.83,-85.99
35747,Standard,Grant,"Grant, AL",Marshall County,AL,34.5,-86.3
35748,Standard,Gurley,"Gurley, AL",Madison County,AL,34.7,-86.4
35749,Standard,Harvest,"Harvest, AL",Madison County,AL,34.82,-86.74
35750,Standard,Hazel Green,"Hazel Green, AL",Madison County,AL,34.9,-86.6
35751,Standard,Hollytree,"Hollytree, AL",Jackson County,AL,34.83,-86.27
35752,Standard,Hollywood,"Hollywood, AL",Jackson County,AL,34.8,-85.9
35754,Standard,Laceys Spring,"Laceys Spring, AL",Morgan County,AL,34.52,-86.62
35755,Standard,Langston,"Langston, AL",Marshall County,AL,34.48,-86.14
35756,Standard,Madison,"Madison, AL",Limestone County,AL,34.7,-86.8
35757,Standard,Madison,"Madison, AL",Madison County,AL,34.79,-86.76
35758,Standard,Madison,"Madison, AL",Madison County,AL,34.71,-86.74
35759,Standard,Meridianville,"Meridianville, AL",Madison County,AL,34.87,-86.56
